settlement_date,settlement_period,price_gbp_per_mwh
2025-11-02,17,76.16
2025-11-02,18,71.12
2025-11-02,19,75.12
2025-11-02,20,73.75
2025-11-02,21,69.53
2025-11-02,22,63.33
2025-11-02,23,66.01
2025-11-02,24,61.52
2025-11-02,25,54.43
2025-11-02,26,50.74
2025-11-02,27,70.19
2025-11-02,28,73.59
2025-11-02,29,71.22
2025-11-02,30,70.33
2025-11-02,31,78.38
2025-11-02,32,79.47
2025-11-02,33,83.9
2025-11-02,34,97.6
2025-11-02,35,97.41
2025-11-02,36,97.09
2025-11-02,37,96.39
2025-11-02,38,93.08
2025-11-02,39,91.13
2025-11-02,40,85.54
2025-11-02,41,83.48
2025-11-02,42,76.47
2025-11-02,43,85.12
2025-11-02,44,74.54
2025-11-02,45,83.32
2025-11-02,46,72.0
2025-11-02,47,60.45
2025-11-02,48,40.2
2025-11-03,1,41.3
2025-11-03,2,39.47
2025-11-03,3,30.61
2025-11-03,4,23.93
2025-11-03,5,36.22
2025-11-03,6,31.05
2025-11-03,7,34.87
2025-11-03,8,32.32
2025-11-03,9,25.29
2025-11-03,10,24.16
2025-11-03,11,27.16
2025-11-03,12,40.78
2025-11-03,13,38.63
2025-11-03,14,65.79
2025-11-03,15,73.35
2025-11-03,16,82.6
2025-11-03,17,67.06
2025-11-03,18,69.86
2025-11-03,19,56.27
2025-11-03,20,50.94
2025-11-03,21,49.23
2025-11-03,22,48.32
2025-11-03,23,45.34
2025-11-03,24,46.32
2025-11-03,25,47.92
2025-11-03,26,49.7
2025-11-03,27,55.03
2025-11-03,28,61.83
2025-11-03,29,64.0
2025-11-03,30,60.58
2025-11-03,31,59.42
2025-11-03,32,58.83
2025-11-03,33,62.09
2025-11-03,34,72.83
2025-11-03,35,73.78
2025-11-03,36,78.61
2025-11-03,37,76.37
2025-11-03,38,68.2
2025-11-03,39,60.25
2025-11-03,40,41.17
2025-11-03,41,50.33
2025-11-03,42,32.08
2025-11-03,43,40.13
2025-11-03,44,26.64
2025-11-03,45,23.56
2025-11-03,46,16.97
2025-11-03,47,10.0
2025-11-03,48,4.81
2025-11-04,1,4.4
2025-11-04,2,5.24
2025-11-04,3,3.8
2025-11-04,4,4.6
2025-11-04,5,5.6
2025-11-04,6,5.08
2025-11-04,7,4.36
2025-11-04,8,4.19
2025-11-04,9,16.49
2025-11-04,10,24.58
2025-11-04,11,35.15
2025-11-04,12,52.43
2025-11-04,13,51.49
2025-11-04,14,72.75
2025-11-04,15,80.0
2025-11-04,16,85.85
2025-11-04,17,86.53
2025-11-04,18,80.7
2025-11-04,19,68.53
2025-11-04,20,75.39
2025-11-04,21,79.31
2025-11-04,22,74.42
2025-11-04,23,77.23
2025-11-04,24,73.55
2025-11-04,25,74.91
2025-11-04,26,73.0
2025-11-04,27,73.03
2025-11-04,28,75.07
2025-11-04,29,76.51
2025-11-04,30,75.16
2025-11-04,31,96.3
2025-11-04,32,98.86
2025-11-04,33,100.64
2025-11-04,34,104.44
2025-11-04,35,100.05
2025-11-04,36,99.71
2025-11-04,37,99.03
2025-11-04,38,98.28
2025-11-04,39,93.96
2025-11-04,40,86.74
2025-11-04,41,79.76
2025-11-04,42,80.85
2025-11-04,43,84.24
2025-11-04,44,78.14
2025-11-04,45,77.12
2025-11-04,46,70.56
2025-11-04,47,62.46
2025-11-04,48,51.0
2025-11-05,1,58.94
2025-11-05,2,57.38
2025-11-05,3,59.55
2025-11-05,4,54.33
2025-11-05,5,51.33
2025-11-05,6,46.15
2025-11-05,7,41.47
2025-11-05,8,34.92
2025-11-05,9,39.73
2025-11-05,10,41.54
2025-11-05,11,46.93
2025-11-05,12,46.06
2025-11-05,13,70.91
2025-11-05,14,77.5
2025-11-05,15,79.96
2025-11-05,16,84.3
2025-11-05,17,82.16
2025-11-05,18,81.67
2025-11-05,19,76.63
2025-11-05,20,75.32
2025-11-05,21,86.4
2025-11-05,22,90.37
2025-11-05,23,82.34
2025-11-05,24,83.7
2025-11-05,25,80.1
2025-11-05,26,82.18
2025-11-05,27,88.84
2025-11-05,28,86.99
2025-11-05,29,94.05
2025-11-05,30,94.49
2025-11-05,31,94.83
2025-11-05,32,94.04
2025-11-05,33,88.77
2025-11-05,34,89.88
2025-11-05,35,84.6
2025-11-05,36,85.9
2025-11-05,37,82.44
2025-11-05,38,82.58
2025-11-05,39,79.98
2025-11-05,40,82.12
2025-11-05,41,81.16
2025-11-05,42,81.21
2025-11-05,43,97.07
2025-11-05,44,85.05
2025-11-05,45,82.28
2025-11-05,46,77.11
2025-11-05,47,76.63
2025-11-05,48,74.25
2025-11-06,1,74.04
2025-11-06,2,75.58
2025-11-06,3,78.07
2025-11-06,4,79.34
2025-11-06,5,76.53
2025-11-06,6,78.28
2025-11-06,7,79.82
2025-11-06,8,81.1
2025-11-06,9,86.72
2025-11-06,10,85.05
2025-11-06,11,87.62
2025-11-06,12,77.83
2025-11-06,13,80.82
2025-11-06,14,85.78
2025-11-06,15,91.67
2025-11-06,16,108.42
2025-11-06,17,102.21
2025-11-06,18,95.7
2025-11-06,19,84.5
2025-11-06,20,79.34
2025-11-06,21,75.1
2025-11-06,22,77.92
2025-11-06,23,74.59
2025-11-06,24,73.9
2025-11-06,25,77.04
2025-11-06,26,76.64
2025-11-06,27,89.35
2025-11-06,28,89.55
2025-11-06,29,98.71
2025-11-06,30,95.11
2025-11-06,31,103.77
2025-11-06,32,114.96
2025-11-06,33,107.29
2025-11-06,34,110.73
2025-11-06,35,107.35
2025-11-06,36,104.37
2025-11-06,37,100.51
2025-11-06,38,98.61
2025-11-06,39,89.59
2025-11-06,40,85.79
2025-11-06,41,88.94
2025-11-06,42,84.61
2025-11-06,43,83.86
2025-11-06,44,83.55
2025-11-06,45,82.65
2025-11-06,46,75.97
2025-11-06,47,70.06
2025-11-06,48,68.59
2025-11-07,1,73.95
2025-11-07,2,71.26
2025-11-07,3,70.89
2025-11-07,4,69.92
2025-11-07,5,68.19
2025-11-07,6,66.99
2025-11-07,7,65.64
2025-11-07,8,64.44
2025-11-07,9,64.67
2025-11-07,10,64.68
2025-11-07,11,69.37
2025-11-07,12,66.67
2025-11-07,13,68.28
2025-11-07,14,72.02
2025-11-07,15,83.11
2025-11-07,16,97.06
2025-11-07,17,96.05
2025-11-07,18,92.84
2025-11-07,19,88.96
2025-11-07,20,91.64
2025-11-07,21,81.71
2025-11-07,22,80.07
2025-11-07,23,85.36
2025-11-07,24,82.84
2025-11-07,25,85.86
2025-11-07,26,84.05
2025-11-07,27,87.55
2025-11-07,28,86.36
2025-11-07,29,88.83
2025-11-07,30,86.05
2025-11-07,31,88.8
2025-11-07,32,90.52
2025-11-07,33,95.14
2025-11-07,34,104.3
2025-11-07,35,106.99
2025-11-07,36,105.23
2025-11-07,37,105.06
2025-11-07,38,99.73
2025-11-07,39,91.01
2025-11-07,40,84.21
2025-11-07,41,82.26
2025-11-07,42,83.55
2025-11-07,43,82.3
2025-11-07,44,80.48
2025-11-07,45,78.75
2025-11-07,46,78.16
2025-11-07,47,72.66
2025-11-07,48,71.31
2025-11-08,1,71.39
2025-11-08,2,71.88
2025-11-08,3,73.03
2025-11-08,4,69.85
2025-11-08,5,67.89
2025-11-08,6,65.01
2025-11-08,7,64.79
2025-11-08,8,64.56
2025-11-08,9,64.4
2025-11-08,10,65.15
2025-11-08,11,67.92
2025-11-08,12,67.85
2025-11-08,13,68.32
2025-11-08,14,70.07
2025-11-08,15,73.03
2025-11-08,16,75.75
2025-11-08,17,70.18
2025-11-08,18,72.28
2025-11-08,19,70.42
2025-11-08,20,69.5
2025-11-08,21,67.09
2025-11-08,22,67.29
2025-11-08,23,68.14
2025-11-08,24,67.06
2025-11-08,25,68.04
2025-11-08,26,68.69
2025-11-08,27,75.52
2025-11-08,28,74.72
2025-11-08,29,76.31
2025-11-08,30,74.96
2025-11-08,31,86.37
2025-11-08,32,98.23
2025-11-08,33,96.7
2025-11-08,34,101.9
2025-11-08,35,103.36
2025-11-08,36,101.36
2025-11-08,37,99.78
2025-11-08,38,94.99
2025-11-08,39,85.56
2025-11-08,40,77.74
2025-11-08,41,77.65
2025-11-08,42,81.88
2025-11-08,43,79.81
2025-11-08,44,79.22
2025-11-08,45,78.29
2025-11-08,46,78.44
2025-11-08,47,75.35
2025-11-08,48,76.59
2025-11-09,1,79.23
2025-11-09,2,79.21
2025-11-09,3,80.1
2025-11-09,4,78.61
2025-11-09,5,78.24
2025-11-09,6,76.67
2025-11-09,7,76.88
2025-11-09,8,75.47
2025-11-09,9,73.74
2025-11-09,10,71.18
2025-11-09,11,71.81
2025-11-09,12,70.63
2025-11-09,13,71.32
2025-11-09,14,71.83
2025-11-09,15,72.8
2025-11-09,16,73.1
2025-11-09,17,73.48
2025-11-09,18,76.79
2025-11-09,19,73.41
2025-11-09,20,76.08
2025-11-09,21,76.92
2025-11-09,22,80.01
2025-11-09,23,79.18
2025-11-09,24,79.54
2025-11-09,25,76.91
2025-11-09,26,74.68
2025-11-09,27,76.6
2025-11-09,28,74.0
2025-11-09,29,80.49
2025-11-09,30,82.73
2025-11-09,31,86.29
2025-11-09,32,93.31
2025-11-09,33,94.29
2025-11-09,34,98.49
2025-11-09,35,100.71
2025-11-09,36,100.06
2025-11-09,37,99.2
2025-11-09,38,93.87
2025-11-09,39,81.97
2025-11-09,40,79.6
2025-11-09,41,79.76
2025-11-09,42,76.78
2025-11-09,43,74.06
2025-11-09,44,74.91
2025-11-09,45,73.28
2025-11-09,46,74.87
2025-11-09,47,68.98
2025-11-09,48,68.93
2025-11-10,1,68.12
2025-11-10,2,66.69
2025-11-10,3,64.99
2025-11-10,4,65.44
2025-11-10,5,65.91
2025-11-10,6,62.78
2025-11-10,7,61.91
2025-11-10,8,56.41
2025-11-10,9,44.82
2025-11-10,10,38.48
2025-11-10,11,59.95
2025-11-10,12,58.87
2025-11-10,13,62.13
2025-11-10,14,64.65
2025-11-10,15,69.09
2025-11-10,16,72.11
2025-11-10,17,68.57
2025-11-10,18,67.15
2025-11-10,19,69.15
2025-11-10,20,71.6
2025-11-10,21,71.73
2025-11-10,22,70.94
2025-11-10,23,68.99
2025-11-10,24,68.98
2025-11-10,25,69.77
2025-11-10,26,73.38
2025-11-10,27,76.52
2025-11-10,28,76.04
2025-11-10,29,80.53
2025-11-10,30,72.51
2025-11-10,31,75.07
2025-11-10,32,84.21
2025-11-10,33,85.34
2025-11-10,34,90.01
2025-11-10,35,92.89
2025-11-10,36,94.5
2025-11-10,37,91.78
2025-11-10,38,88.76
2025-11-10,39,79.72
2025-11-10,40,76.1
2025-11-10,41,79.14
2025-11-10,42,73.68
2025-11-10,43,75.18
2025-11-10,44,76.21
2025-11-10,45,74.93
2025-11-10,46,73.4
2025-11-10,47,65.32
2025-11-10,48,67.06
2025-11-11,1,64.71
2025-11-11,2,63.84
2025-11-11,3,64.0
2025-11-11,4,60.47
2025-11-11,5,61.09
2025-11-11,6,59.96
2025-11-11,7,59.99
2025-11-11,8,57.55
2025-11-11,9,54.87
2025-11-11,10,54.54
2025-11-11,11,62.94
2025-11-11,12,65.67
2025-11-11,13,72.77
2025-11-11,14,74.42
2025-11-11,15,83.81
2025-11-11,16,90.07
2025-11-11,17,89.07
2025-11-11,18,86.57
2025-11-11,19,78.91
2025-11-11,20,74.81
2025-11-11,21,76.69
2025-11-11,22,76.04
2025-11-11,23,75.97
2025-11-11,24,76.93
2025-11-11,25,80.04
2025-11-11,26,75.79
2025-11-11,27,79.77
2025-11-11,28,77.66
2025-11-11,29,79.26
2025-11-11,30,76.38
2025-11-11,31,67.55
2025-11-11,32,68.52
2025-11-11,33,72.88
2025-11-11,34,82.29
2025-11-11,35,83.11
2025-11-11,36,80.47
2025-11-11,37,77.08
2025-11-11,38,70.62
2025-11-11,39,66.95
2025-11-11,40,72.49
2025-11-11,41,74.38
2025-11-11,42,71.79
2025-11-11,43,65.9
2025-11-11,44,61.2
2025-11-11,45,66.28
2025-11-11,46,57.82
2025-11-11,47,49.39
2025-11-11,48,40.05
2025-11-12,1,39.01
2025-11-12,2,38.59
2025-11-12,3,30.4
2025-11-12,4,26.36
2025-11-12,5,24.81
2025-11-12,6,18.59
2025-11-12,7,7.37
2025-11-12,8,5.16
2025-11-12,9,11.7
2025-11-12,10,13.7
2025-11-12,11,19.89
2025-11-12,12,25.65
2025-11-12,13,23.98
2025-11-12,14,48.68
2025-11-12,15,62.71
2025-11-12,16,69.83
2025-11-12,17,55.82
2025-11-12,18,57.95
2025-11-12,19,58.65
2025-11-12,20,62.04
2025-11-12,21,62.19
2025-11-12,22,58.06
2025-11-12,23,56.37
2025-11-12,24,63.84
2025-11-12,25,59.09
2025-11-12,26,62.11
2025-11-12,27,65.76
2025-11-12,28,68.61
2025-11-12,29,75.07
2025-11-12,30,73.27
2025-11-12,31,80.81
2025-11-12,32,92.07
2025-11-12,33,89.31
2025-11-12,34,94.15
2025-11-12,35,93.6
2025-11-12,36,93.96
2025-11-12,37,87.35
2025-11-12,38,77.43
2025-11-12,39,66.93
2025-11-12,40,66.73
2025-11-12,41,71.64
2025-11-12,42,69.46
2025-11-12,43,61.42
2025-11-12,44,43.7
2025-11-12,45,37.95
2025-11-12,46,31.81
2025-11-12,47,11.1
2025-11-12,48,6.57
2025-11-13,1,13.09
2025-11-13,2,18.34
2025-11-13,3,30.2
2025-11-13,4,23.24
2025-11-13,5,15.13
2025-11-13,6,13.88
2025-11-13,7,11.45
2025-11-13,8,8.39
2025-11-13,9,7.28
2025-11-13,10,7.43
2025-11-13,11,22.95
2025-11-13,12,29.33
2025-11-13,13,26.85
2025-11-13,14,32.25
2025-11-13,15,36.14
2025-11-13,16,52.49
2025-11-13,17,62.88
2025-11-13,18,66.61
2025-11-13,19,60.42
2025-11-13,20,53.46
2025-11-13,21,61.29
2025-11-13,22,58.14
2025-11-13,23,60.24
2025-11-13,24,62.2
2025-11-13,25,63.51
2025-11-13,26,66.83
2025-11-13,27,67.79
2025-11-13,28,70.11
2025-11-13,29,73.71
2025-11-13,30,75.23
2025-11-13,31,81.26
2025-11-13,32,83.19
2025-11-13,33,88.9
2025-11-13,34,93.01
2025-11-13,35,94.81
2025-11-13,36,97.29
2025-11-13,37,99.29
2025-11-13,38,96.2
2025-11-13,39,81.44
2025-11-13,40,75.06
2025-11-13,41,81.99
2025-11-13,42,77.04
2025-11-13,43,72.98
2025-11-13,44,75.04
2025-11-13,45,72.67
2025-11-13,46,72.37
2025-11-13,47,72.88
2025-11-13,48,71.98
2025-11-14,1,75.13
2025-11-14,2,73.89
2025-11-14,3,73.82
2025-11-14,4,65.49
2025-11-14,5,64.45
2025-11-14,6,51.65
2025-11-14,7,47.33
2025-11-14,8,44.99
2025-11-14,9,47.91
2025-11-14,10,48.4
2025-11-14,11,45.79
2025-11-14,12,41.71
2025-11-14,13,52.44
2025-11-14,14,68.81
2025-11-14,15,74.53
2025-11-14,16,76.05
2025-11-14,17,74.46
2025-11-14,18,80.25
2025-11-14,19,77.79
2025-11-14,20,75.31
2025-11-14,21,81.8
2025-11-14,22,83.27
2025-11-14,23,86.04
2025-11-14,24,87.52
2025-11-14,25,87.22
2025-11-14,26,86.29
2025-11-14,27,82.19
2025-11-14,28,82.99
2025-11-14,29,85.13
2025-11-14,30,80.2
2025-11-14,31,78.72
2025-11-14,32,77.46
2025-11-14,33,74.29
2025-11-14,34,83.48
2025-11-14,35,87.25
2025-11-14,36,89.54
2025-11-14,37,87.39
2025-11-14,38,83.42
2025-11-14,39,83.78
2025-11-14,40,79.93
2025-11-14,41,81.94
2025-11-14,42,78.1
2025-11-14,43,77.58
2025-11-14,44,61.89
2025-11-14,45,68.53
2025-11-14,46,60.53
2025-11-14,47,61.6
2025-11-14,48,55.38
2025-11-15,1,59.81
2025-11-15,2,62.77
2025-11-15,3,64.12
2025-11-15,4,61.94
2025-11-15,5,65.62
2025-11-15,6,60.24
2025-11-15,7,64.23
2025-11-15,8,62.96
2025-11-15,9,58.24
2025-11-15,10,61.84
2025-11-15,11,57.34
2025-11-15,12,55.01
2025-11-15,13,59.99
2025-11-15,14,61.79
2025-11-15,15,57.27
2025-11-15,16,66.02
2025-11-15,17,57.17
2025-11-15,18,70.63
2025-11-15,19,70.98
2025-11-15,20,77.81
2025-11-15,21,74.94
2025-11-15,22,77.43
2025-11-15,23,74.16
2025-11-15,24,73.71
2025-11-15,25,74.81
2025-11-15,26,76.94
2025-11-15,27,78.54
2025-11-15,28,75.14
2025-11-15,29,76.13
2025-11-15,30,75.78
2025-11-15,31,89.62
2025-11-15,32,88.96
2025-11-15,33,94.62
2025-11-15,34,98.56
2025-11-15,35,103.11
2025-11-15,36,105.08
2025-11-15,37,98.9
2025-11-15,38,96.24
2025-11-15,39,88.98
2025-11-15,40,80.93
2025-11-15,41,84.97
2025-11-15,42,77.72
2025-11-15,43,75.31
2025-11-15,44,80.43
2025-11-15,45,81.06
2025-11-15,46,78.27
2025-11-15,47,78.06
2025-11-15,48,78.49
2025-11-16,1,75.85
2025-11-16,2,76.86
2025-11-16,3,76.25
2025-11-16,4,73.54
2025-11-16,5,80.34
2025-11-16,6,78.56
2025-11-16,7,76.56
2025-11-16,8,72.27
2025-11-16,9,70.87
2025-11-16,10,71.04
2025-11-16,11,76.19
2025-11-16,12,75.6
2025-11-16,13,72.63
2025-11-16,14,72.63
2025-11-16,15,76.82
2025-11-16,16,75.73
2025-11-16,17,76.88
2025-11-16,18,81.81
2025-11-16,19,75.67
2025-11-16,20,83.09
2025-11-16,21,85.92
2025-11-16,22,86.45
2025-11-16,23,90.31
2025-11-16,24,90.75
2025-11-16,25,91.25
2025-11-16,26,89.18
2025-11-16,27,92.45
2025-11-16,28,91.78
2025-11-16,29,98.92
2025-11-16,30,97.77
2025-11-16,31,100.69
2025-11-16,32,103.05
2025-11-16,33,106.05
2025-11-16,34,109.51
2025-11-16,35,109.68
2025-11-16,36,109.29
2025-11-16,37,107.54
2025-11-16,38,100.46
2025-11-16,39,80.69
2025-11-16,40,78.66
2025-11-16,41,80.66
2025-11-16,42,79.18
2025-11-16,43,75.79
2025-11-16,44,74.04
2025-11-16,45,76.76
2025-11-16,46,72.96
2025-11-16,47,79.66
2025-11-16,48,79.57
2025-11-17,1,73.79
2025-11-17,2,75.64
2025-11-17,3,69.8
2025-11-17,4,69.94
2025-11-17,5,71.54
2025-11-17,6,73.23
2025-11-17,7,72.22
2025-11-17,8,67.68
2025-11-17,9,68.68
2025-11-17,10,67.02
2025-11-17,11,71.18
2025-11-17,12,71.7
2025-11-17,13,68.87
2025-11-17,14,72.62
2025-11-17,15,78.66
2025-11-17,16,90.57
2025-11-17,17,89.65
2025-11-17,18,86.99
2025-11-17,19,79.38
2025-11-17,20,74.03
2025-11-17,21,71.81
2025-11-17,22,72.14
2025-11-17,23,66.96
2025-11-17,24,66.66
2025-11-17,25,67.83
2025-11-17,26,66.89
2025-11-17,27,68.75
2025-11-17,28,70.21
2025-11-17,29,80.81
2025-11-17,30,84.57
2025-11-17,31,102.12
2025-11-17,32,109.51
2025-11-17,33,119.17
2025-11-17,34,129.05
2025-11-17,35,118.24
2025-11-17,36,113.62
2025-11-17,37,114.57
2025-11-17,38,113.16
2025-11-17,39,119.63
2025-11-17,40,105.41
2025-11-17,41,97.31
2025-11-17,42,108.31
2025-11-17,43,97.34
2025-11-17,44,91.21
2025-11-17,45,89.52
2025-11-17,46,87.99
2025-11-17,47,79.99
2025-11-17,48,74.24
2025-11-18,1,75.26
2025-11-18,2,74.0
2025-11-18,3,70.98
2025-11-18,4,75.1
2025-11-18,5,73.78
2025-11-18,6,71.19
2025-11-18,7,72.19
2025-11-18,8,69.67
2025-11-18,9,70.93
2025-11-18,10,68.87
2025-11-18,11,73.33
2025-11-18,12,69.48
2025-11-18,13,75.1
2025-11-18,14,76.84
2025-11-18,15,76.62
2025-11-18,16,94.43
2025-11-18,17,83.53
2025-11-18,18,87.33
2025-11-18,19,86.68
2025-11-18,20,85.46
2025-11-18,21,80.11
2025-11-18,22,76.82
2025-11-18,23,83.23
2025-11-18,24,80.6
2025-11-18,25,75.1
2025-11-18,26,70.83
2025-11-18,27,72.2
2025-11-18,28,75.32
2025-11-18,29,76.95
2025-11-18,30,76.78
2025-11-18,31,93.58
2025-11-18,32,103.86
2025-11-18,33,101.84
2025-11-18,34,98.32
2025-11-18,35,104.24
2025-11-18,36,98.88
2025-11-18,37,102.11
2025-11-18,38,103.86
2025-11-18,39,86.48
2025-11-18,40,86.39
2025-11-18,41,83.26
2025-11-18,42,83.44
2025-11-18,43,79.54
2025-11-18,44,81.94
2025-11-18,45,80.42
2025-11-18,46,80.44
2025-11-18,47,89.17
2025-11-18,48,88.65
2025-11-19,1,92.0
2025-11-19,2,89.98
2025-11-19,3,88.33
2025-11-19,4,78.82
2025-11-19,5,75.29
2025-11-19,6,75.42
2025-11-19,7,77.68
2025-11-19,8,79.16
2025-11-19,9,80.7
2025-11-19,10,81.68
2025-11-19,11,90.29
2025-11-19,12,87.69
2025-11-19,13,95.71
2025-11-19,14,92.2
2025-11-19,15,90.75
2025-11-19,16,95.47
2025-11-19,17,98.24
2025-11-19,18,101.0
2025-11-19,19,99.82
2025-11-19,20,97.91
2025-11-19,21,94.19
2025-11-19,22,89.54
2025-11-19,23,83.34
2025-11-19,24,85.25
2025-11-19,25,83.24
2025-11-19,26,84.22
2025-11-19,27,86.04
2025-11-19,28,83.03
2025-11-19,29,87.15
2025-11-19,30,87.14
2025-11-19,31,94.33
2025-11-19,32,102.97
2025-11-19,33,91.95
2025-11-19,34,97.82
2025-11-19,35,96.72
2025-11-19,36,100.69
2025-11-19,37,99.74
2025-11-19,38,100.65
2025-11-19,39,91.45
2025-11-19,40,90.93
2025-11-19,41,86.44
2025-11-19,42,84.27
2025-11-19,43,80.82
2025-11-19,44,84.4
2025-11-19,45,84.67
2025-11-19,46,79.74
2025-11-19,47,74.09
2025-11-19,48,74.76
2025-11-20,1,69.37
2025-11-20,2,74.86
2025-11-20,3,77.86
2025-11-20,4,74.61
2025-11-20,5,76.56
2025-11-20,6,77.15
2025-11-20,7,77.11
2025-11-20,8,76.97
2025-11-20,9,80.71
2025-11-20,10,79.64
2025-11-20,11,90.16
2025-11-20,12,80.82
2025-11-20,13,80.74
2025-11-20,14,81.17
2025-11-20,15,93.38
2025-11-20,16,105.92
2025-11-20,17,109.83
2025-11-20,18,111.92
2025-11-20,19,111.05
2025-11-20,20,110.0
2025-11-20,21,108.96
2025-11-20,22,106.84
2025-11-20,23,107.93
2025-11-20,24,103.0
2025-11-20,25,101.15
2025-11-20,26,92.66
2025-11-20,27,89.49
2025-11-20,28,90.14
2025-11-20,29,99.95
2025-11-20,30,104.82
2025-11-20,31,136.44
2025-11-20,32,147.54
2025-11-20,33,145.28
2025-11-20,34,141.57
2025-11-20,35,145.85
2025-11-20,36,143.4
2025-11-20,37,138.7
2025-11-20,38,140.89
2025-11-20,39,121.62
2025-11-20,40,120.23
2025-11-20,41,107.71
2025-11-20,42,104.15
2025-11-20,43,101.17
2025-11-20,44,97.02
2025-11-20,45,94.06
2025-11-20,46,90.01
2025-11-20,47,93.74
2025-11-20,48,92.89
2025-11-21,1,85.72
2025-11-21,2,90.32
2025-11-21,3,86.71
2025-11-21,4,90.67
2025-11-21,5,86.57
2025-11-21,6,87.78
2025-11-21,7,101.98
2025-11-21,8,101.2
2025-11-21,9,99.06
2025-11-21,10,97.09
2025-11-21,11,109.62
2025-11-21,12,117.35
2025-11-21,13,135.01
2025-11-21,14,155.03
2025-11-21,15,188.08
2025-11-21,16,216.25
2025-11-21,17,158.83
2025-11-21,18,166.1
2025-11-21,19,143.43
2025-11-21,20,136.57
2025-11-21,21,131.19
2025-11-21,22,121.64
2025-11-21,23,119.94
2025-11-21,24,112.68
2025-11-21,25,123.21
2025-11-21,26,118.6
2025-11-21,27,113.4
2025-11-21,28,109.53
2025-11-21,29,102.71
2025-11-21,30,104.65
2025-11-21,31,103.74
2025-11-21,32,116.93
2025-11-21,33,122.8
2025-11-21,34,123.59
2025-11-21,35,126.72
2025-11-21,36,125.8
2025-11-21,37,117.32
2025-11-21,38,111.05
2025-11-21,39,89.92
2025-11-21,40,83.83
2025-11-21,41,85.75
2025-11-21,42,83.92
2025-11-21,43,78.15
2025-11-21,44,80.87
2025-11-21,45,74.26
2025-11-21,46,72.6
2025-11-21,47,65.43
2025-11-21,48,67.57
2025-11-22,1,65.44
2025-11-22,2,71.43
2025-11-22,3,75.21
2025-11-22,4,74.1
2025-11-22,5,72.14
2025-11-22,6,71.81
2025-11-22,7,69.18
2025-11-22,8,67.73
2025-11-22,9,68.07
2025-11-22,10,67.07
2025-11-22,11,69.22
2025-11-22,12,69.76
2025-11-22,13,72.13
2025-11-22,14,73.56
2025-11-22,15,75.83
2025-11-22,16,81.4
2025-11-22,17,74.13
2025-11-22,18,81.02
2025-11-22,19,71.23
2025-11-22,20,74.03
2025-11-22,21,74.49
2025-11-22,22,75.01
2025-11-22,23,74.78
2025-11-22,24,76.61
2025-11-22,25,76.39
2025-11-22,26,77.22
2025-11-22,27,81.46
2025-11-22,28,80.17
2025-11-22,29,82.97
2025-11-22,30,79.71
2025-11-22,31,82.41
2025-11-22,32,85.0
2025-11-22,33,85.58
2025-11-22,34,87.54
2025-11-22,35,89.3
2025-11-22,36,90.04
2025-11-22,37,90.04
2025-11-22,38,89.56
2025-11-22,39,86.47
2025-11-22,40,83.15
2025-11-22,41,80.81
2025-11-22,42,83.48
2025-11-22,43,84.63
2025-11-22,44,80.76
2025-11-22,45,78.64
2025-11-22,46,79.69
2025-11-22,47,82.76
2025-11-22,48,84.08
2025-11-23,1,85.78
2025-11-23,2,88.09
2025-11-23,3,81.98
2025-11-23,4,75.96
2025-11-23,5,74.26
2025-11-23,6,66.69
2025-11-23,7,58.63
2025-11-23,8,57.62
2025-11-23,9,59.22
2025-11-23,10,57.66
2025-11-23,11,58.45
2025-11-23,12,57.53
2025-11-23,13,59.79
2025-11-23,14,58.63
2025-11-23,15,61.37
2025-11-23,16,61.72
2025-11-23,17,57.63
2025-11-23,18,66.56
2025-11-23,19,65.74
2025-11-23,20,67.8
2025-11-23,21,63.2
2025-11-23,22,65.18
2025-11-23,23,58.68
2025-11-23,24,57.29
2025-11-23,25,55.04
2025-11-23,26,57.93
2025-11-23,27,53.96
2025-11-23,28,63.92
2025-11-23,29,69.85
2025-11-23,30,75.22
2025-11-23,31,85.75
2025-11-23,32,94.92
2025-11-23,33,97.55
2025-11-23,34,105.54
2025-11-23,35,107.69
2025-11-23,36,108.31
2025-11-23,37,110.79
2025-11-23,38,105.71
2025-11-23,39,94.27
2025-11-23,40,88.42
2025-11-23,41,83.56
2025-11-23,42,83.33
2025-11-23,43,84.31
2025-11-23,44,80.87
2025-11-23,45,81.65
2025-11-23,46,74.88
2025-11-23,47,70.01
2025-11-23,48,69.04
2025-11-24,1,68.91
2025-11-24,2,69.64
2025-11-24,3,69.88
2025-11-24,4,68.92
2025-11-24,5,69.99
2025-11-24,6,68.54
2025-11-24,7,69.16
2025-11-24,8,69.24
2025-11-24,9,71.02
2025-11-24,10,71.87
2025-11-24,11,77.82
2025-11-24,12,74.87
2025-11-24,13,82.29
2025-11-24,14,76.84
2025-11-24,15,87.77
2025-11-24,16,102.13
2025-11-24,17,100.59
2025-11-24,18,100.66
2025-11-24,19,99.54
2025-11-24,20,97.69
2025-11-24,21,93.9
2025-11-24,22,93.81
2025-11-24,23,96.89
2025-11-24,24,96.35
2025-11-24,25,97.42
2025-11-24,26,96.98
2025-11-24,27,99.72
2025-11-24,28,98.38
2025-11-24,29,104.46
2025-11-24,30,94.88
2025-11-24,31,87.34
2025-11-24,32,87.37
2025-11-24,33,88.25
2025-11-24,34,94.76
2025-11-24,35,92.95
